0.000,0.000
1.000,0.176
2.000,0.354
3.000,0.533
4.000,0.714
5.000,0.897
6.000,1.080
7.000,1.266
8.000,1.452
9.000,1.640
10.000,1.830
11.000,2.021
12.000,2.213
13.000,2.407
14.000,2.601
15.000,2.798
16.000,2.995
17.000,3.194
18.000,3.394
19.000,3.596
20.000,3.798
21.000,4.002
22.000,4.207
23.000,4.413
24.000,4.621
25.000,4.830
26.000,5.039
27.000,5.250
28.000,5.463
29.000,5.676
30.000,5.890
31.000,6.106
32.000,6.322
33.000,6.540
34.000,6.758
35.000,6.978
36.000,7.199
37.000,7.421
38.000,7.643
39.000,7.867
40.000,8.092
41.000,8.317
42.000,8.544
43.000,8.772
44.000,9.000
45.000,9.229
46.000,9.460
47.000,9.691
48.000,9.923
49.000,10.156
50.000,10.389
51.000,10.624
52.000,10.859
53.000,11.096
54.000,11.333
55.000,11.570
56.000,11.809
57.000,12.048
58.000,12.288
59.000,12.529
60.000,12.770
61.000,13.012
62.000,13.255
63.000,13.498
64.000,13.742
65.000,13.987
66.000,14.232
67.000,14.478
68.000,14.725
69.000,14.972
70.000,15.220
71.000,15.468
72.000,15.717
73.000,15.966
74.000,16.216
75.000,16.466
76.000,16.717
77.000,16.968
78.000,17.219
79.000,17.471
80.000,17.724
81.000,17.977
82.000,18.230
83.000,18.484
84.000,18.738
85.000,18.992
86.000,19.247
87.000,19.501
88.000,19.757
89.000,20.012
90.000,20.268
91.000,20.524
92.000,20.780
93.000,21.036
94.000,21.293
95.000,21.550
96.000,21.807
97.000,22.064
98.000,22.321
99.000,22.578
100.000,22.835
101.000,23.093
102.000,23.350
103.000,23.608
104.000,23.865
105.000,24.123
106.000,24.380
107.000,24.638
108.000,24.895
109.000,25.153
110.000,25.410
111.000,25.667
112.000,25.924
113.000,26.181
114.000,26.438
115.000,26.694
116.000,26.951
117.000,27.207
118.000,27.463
119.000,27.718
120.000,27.974
121.000,28.229
122.000,28.484
123.000,28.738
124.000,28.992
125.000,29.246
126.000,29.499
127.000,29.752
128.000,30.005
129.000,30.257
130.000,30.508
131.000,30.759
132.000,31.010
133.000,31.260
134.000,31.509
135.000,31.758
136.000,32.007
137.000,32.255
138.000,32.502
139.000,32.748
140.000,32.994
141.000,33.239
142.000,33.484
143.000,33.728
144.000,33.971
145.000,34.213
146.000,34.454
147.000,34.695
148.000,34.935
149.000,35.174
150.000,35.412
151.000,35.649
152.000,35.886
153.000,36.121
154.000,36.356
155.000,36.589
156.000,36.822
157.000,37.053
158.000,37.284
159.000,37.513
160.000,37.742
161.000,37.969
162.000,38.195
163.000,38.421
164.000,38.645
165.000,38.867
166.000,39.089
167.000,39.309
168.000,39.529
169.000,39.747
170.000,39.963
171.000,40.179
172.000,40.393
173.000,40.606
174.000,40.817
175.000,41.027
176.000,41.236
177.000,41.443
178.000,41.649
179.000,41.854
180.000,42.057
