-40.000,-9.428
-39.000,-9.252
-38.000,-9.072
-37.000,-8.887
-36.000,-8.697
-35.000,-8.503
-34.000,-8.305
-33.000,-8.102
-32.000,-7.896
-31.000,-7.685
-30.000,-7.471
-29.000,-7.253
-28.000,-7.032
-27.000,-6.807
-26.000,-6.579
-25.000,-6.348
-24.000,-6.114
-23.000,-5.878
-22.000,-5.639
-21.000,-5.397
-20.000,-5.153
-19.000,-4.907
-18.000,-4.659
-17.000,-4.409
-16.000,-4.157
-15.000,-3.904
-14.000,-3.649
-13.000,-3.393
-12.000,-3.136
-11.000,-2.877
-10.000,-2.618
-9.000,-2.358
-8.000,-2.097
-7.000,-1.836
-6.000,-1.574
-5.000,-1.312
-4.000,-1.050
-3.000,-0.787
-2.000,-0.525
-1.000,-0.262
0.000,0.000
1.000,0.262
2.000,0.524
3.000,0.786
4.000,1.047
5.000,1.307
6.000,1.567
7.000,1.827
8.000,2.085
9.000,2.343
10.000,2.600
11.000,2.856
12.000,3.111
13.000,3.366
14.000,3.619
15.000,3.871
16.000,4.123
17.000,4.373
18.000,4.622
19.000,4.870
20.000,5.117
21.000,5.362
22.000,5.606
23.000,5.850
24.000,6.091
25.000,6.332
26.000,6.572
27.000,6.810
28.000,7.047
29.000,7.282
30.000,7.517
31.000,7.750
32.000,7.982
33.000,8.213
34.000,8.442
35.000,8.670
36.000,8.898
37.000,9.124
38.000,9.348
39.000,9.572
40.000,9.794
41.000,10.016
42.000,10.236
43.000,10.456
44.000,10.674
45.000,10.891
46.000,11.108
47.000,11.323
48.000,11.538
49.000,11.752
50.000,11.965
