-40.000,-9.203
-39.000,-9.035
-38.000,-8.861
-37.000,-8.683
-36.000,-8.501
-35.000,-8.314
-34.000,-8.124
-33.000,-7.929
-32.000,-7.730
-31.000,-7.527
-30.000,-7.320
-29.000,-7.110
-28.000,-6.896
-27.000,-6.679
-26.000,-6.458
-25.000,-6.234
-24.000,-6.008
-23.000,-5.778
-22.000,-5.546
-21.000,-5.311
-20.000,-5.074
-19.000,-4.834
-18.000,-4.592
-17.000,-4.348
-16.000,-4.102
-15.000,-3.854
-14.000,-3.604
-13.000,-3.353
-12.000,-3.101
-11.000,-2.847
-10.000,-2.592
-9.000,-2.336
-8.000,-2.079
-7.000,-1.821
-6.000,-1.562
-5.000,-1.303
-4.000,-1.043
-3.000,-0.783
-2.000,-0.522
-1.000,-0.261
0.000,0.000
1.000,0.261
2.000,0.522
3.000,0.784
4.000,1.045
5.000,1.305
6.000,1.566
7.000,1.826
8.000,2.086
9.000,2.345
10.000,2.604
11.000,2.862
12.000,3.120
13.000,3.377
14.000,3.633
15.000,3.889
16.000,4.143
17.000,4.398
18.000,4.651
19.000,4.903
20.000,5.155
21.000,5.405
22.000,5.655
23.000,5.904
24.000,6.152
25.000,6.399
26.000,6.645
27.000,6.890
28.000,7.134
29.000,7.378
30.000,7.620
31.000,7.862
32.000,8.103
33.000,8.342
34.000,8.581
35.000,8.820
36.000,9.057
37.000,9.294
38.000,9.530
39.000,9.765
40.000,10.000
41.000,10.234
42.000,10.467
43.000,10.701
44.000,10.933
45.000,11.166
46.000,11.398
47.000,11.630
48.000,11.862
49.000,12.094
50.000,12.326
